tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N728SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N729JB,NA,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N729SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N730EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N730SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N730US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N731SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N73251,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73256,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73259,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73270,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73275,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73276,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73278,2003,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73283,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73291,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73299,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N732SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N732US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N733SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N733UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N73406,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N73445,2011,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N734SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N735SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N736SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N737JW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N737US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N73860,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N738CB,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N738EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N738US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N739GB,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N740EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N740SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N740UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N741EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N741SA,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N741UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N742PS,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N742SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N743SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N744EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N744P,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N744SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N745SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N745VJ,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N746JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N746SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N746SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N746UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N747SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N747UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N74856,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N748EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N748SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N748UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N749SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N749US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N750EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N750SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N750UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N751EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N751SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N751UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N752EV,NA,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N752SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N752US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N753EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N753US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N75410,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N75425,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75426,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75428,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75429,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75432,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75433,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75435,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75436,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N754EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N754SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N754UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N755EV,NA,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N755SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N755US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N756US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N757LV,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N757UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N75851,2001,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75853,2002,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75854,2002,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75858,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75861,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N758EV,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N758SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N758US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N759EV,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N76054,2000,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76055,2001,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76062,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76064,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76065,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N760EV,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N760JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N760SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N760SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N760US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N761ND,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N76254,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76265,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76269,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76288,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N762SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N762SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N762US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N763JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N763SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N763US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N764US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N76502,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76503,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76504,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76505,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76508,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76514,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76515,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76516,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76517,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76519,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76522,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76523,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76526,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76528,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76529,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N765SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N765US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N766JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N766SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N766US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N767SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N767UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N768JB,2009,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N768SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N768SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N768US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N769SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N769US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N77012,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N7702A,2004,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7704B,2004,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N77066,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N770SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N770UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N7713A,2005,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7714B,2004,NA,BOEING,737-76N,2,149,NA,Turbo-fan
N7715E,2005,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N771SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N7724A,2009,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N77258,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77261,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N7726A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N77295,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77296,2005,NA,BOEING,737-824,2,149,NA,Turbo-fan
N772SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N772SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N7730A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7732A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7734H,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7735A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7738A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7739A,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N773SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N7740A,2007,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7741C,2007,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N77430,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N77431,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N7744A,2007,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7746C,2007,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N774SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N77510,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77518,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77520,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77525,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N77530,2011,NA,BOEING,737-824,2,149,NA,Turbo-fan
N775JB,2009,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N775SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N776SK,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N776WN,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N777QC,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N777UA,1995,NA,BOEING,777-222,2,400,NA,Turbo-fan
N77865,2002,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N77867,2002,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N77871,2003,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N778SK,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N778SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N779JB,2009,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N779SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N78003,1998,NA,BOEING,777-224,2,400,NA,Turbo-fan
N78013,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N78060,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N780SK,2009,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N780SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N7811F,2001,NA,BOEING,737-76N,2,149,NA,Turbo-fan
N7812G,NA,NA,BOEING,737-76N,2,149,NA,Turbo-fan
N781WN,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N78285,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N782SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N783SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N78438,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N78448,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N784JB,2011,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N784SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N78501,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N78506,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N78509,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N78511,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N78524,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N785SK,2009,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N785SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N786SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N787SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N787UA,1997,NA,BOEING,777-222,2,400,NA,Turbo-fan
N78866,2002,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N788SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N789JB,2011,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N789SK,2009,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N789SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N790SK,2009,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N790SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N791SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N79279,2003,NA,BOEING,737-824,2,149,NA,Turbo-fan
N792SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N793JB,2011,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N793SA,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N79402,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N794JB,2011,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N794SK,2010,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N794SW,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N79521,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N795SK,2010,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N795SW,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N796JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N796SW,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N797MX,2001,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N797SK,2010,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N798SW,1998,NA,BOEING,737-7AD,2,128,NA,Turbo-fan
N799SW,NA,NA,BOEING,737-7Q8,2,149,NA,Turbo-fan
N800AY,2004,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N801AW,1998,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N801AY,2004,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N801UA,1997,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N802AW,1998,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N802UA,1997,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N803SK,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N803UA,1997,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N804AW,1999,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N804JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N804UA,1997,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N805AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N805JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N805UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N806JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N806UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N807AW,1999,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N807JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N807UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N808UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N809AW,1999,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N809JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N809NW,2005,NA,AIRBUS,A330-323,2,379,NA,Turbo-fan
N809UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N810AW,1999,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N810UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N811UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N812AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N812AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N812UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N813AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N813SK,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N813UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N81449,2012,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N814AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N814UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N815AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N815UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N816UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N817AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N817UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N818UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N819AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N819AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N819UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N820AS,1997,NA,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N820AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N820AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N820UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N821AW,2000,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N821AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N821JB,2012,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N821UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N822UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N823AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N823UA,1998,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N824AW,2001,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N824AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N824UA,1999,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N825AW,2001,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N825AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N825MH,2000,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
N825UA,1999,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N826AW,NA,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N826AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N826MH,2000,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
N826UA,1999,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N827AW,2001,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N827AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N827JB,2013,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N827MH,2001,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
N827UA,1999,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N828AW,NA,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N828JB,2013,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N828MH,2000,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
N828UA,1999,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N829AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N829MH,2000,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
N829UA,2000,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N8301J,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8302F,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8303R,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8305E,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8306H,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8307K,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8308K,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8309C,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N830AW,NA,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N830AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N830UA,2000,NA,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turbo-jet
N8310C,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8311Q,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8312C,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8313F,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8314L,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8315C,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8316H,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8317M,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8318F,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N8319F,2012,NA,BOEING,737-8H4,2,140,NA,Turbo-fan
N831AW,2001,NA,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turbo-jet
N831AY,2005,NA,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N831MH,2000,NA,BOEING,767-432ER,2,300,NA,Turbo-fan
